;geometry;Cont_ID;I1;I1_1;I1_1_1;I1_1_2;I1_1_3;I1_2;I1_2_1;I1_2_2;I1_2_3;I2;I2_1;I2_1_1;I2_1_2;I2_1_3;I2_2;I2_2_1;I2_2_1_1;I2_2_1_2;I2_2_1_3;I2_2_2;I2_2_3;I2_2_3_1;I2_2_3_2;I2_2_3_3;I2_2_4;I2_2_4_1;I2_2_4_2;I2_2_4_3;I2_2_1_4;I2_2_1_5;Sample;POP;POPnum;GDP;GDPnum;City;Authority;DPSVI;A_DPSVI;B_Proneness;C_DigitalS;S1_GA;S1_BS;S1_CL;S1_ED;S1_HE;S1_OS;S1_SW;S1_TM;S1_UT;S2_GA;S2_BS;S2_CL;S2_ED;S2_HE;S2_OS;S2_SW;S2_TM;S2_UT;S3_GA;S3_BS;S3_CL;S3_ED;S3_HE;S3_OS;S3_SW;S3_TM;S3_UT;S4_GA;S4_BS;S4_CL;S4_ED;S4_HE;S4_OS;S4_SW;S4_TM;S4_UT;S1;S2;S3;S4;SI_GA;SI_BS;SI_CL;SI_ED;SI_HE;SI_OS;SI_SW;SI_TM;SI_UT;SI;lat;lon
41;POINT (5.8366640468507525 51.8386035524885);a3ac8d73-4676-4ab3-b9c2-c6f040cde3ff;4;4;4;4;4;3;3;2;4;3;4;4;4;4;3;3;3;1;3;3;3;4;2;4;3;3;3;3;4;1;1;100.000 - 250.000;3;30K-40K;4;Nijmegen;Municipality (city/town);0.499344727270279;4;2;2;4;3;4;4;4;3;4;4;4;1;3;3;3;3;4;3;3;2;1;3;3;3;3;3;3;2;3;4;3;3;3;4;4;3;3;3;4;3;2;4;3;3;4;3;4;3;3;4;3;3;51.8386035524885;5.8366640468507525
42;POINT (-1.8747590643483647 52.488711773113536);66f67bfe-600a-45e1-8c27-bd6c49043db5;4;4;4;4;4;3;4;3;3;2;2;2;2;2;3;2;2;3;3;1;4;2;4;4;3;3;4;3;3;1;1; > 1.000.000;6;30K-40K;4;Birmingham;Municipality (city/town);0.43637729730101;4;3;2;1;3;1;1;4;3;1;3;1;4;4;3;4;4;3;4;4;4;1;3;3;1;3;1;3;2;1;4;3;1;3;3;3;1;4;1;2;4;1;3;3;4;2;2;4;2;2;4;2;3;52.488711773113536;-1.8747590643483647
43;POINT (3.2146889535698424 51.247252779081414);d77ebf46-8c85-4278-a75a-f2813fe6c95d;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;3;2;4;3;1;3;3;3;1;1;100.000 - 250.000;3;40K-50K;5;Bruges;Municipality (city/town);0.456729471304839;3;3;3;1;1;1;1;1;1;1;1;1;3;2;4;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;3;2;3;2;3;3;2;2;2;1;2;1;1;2;1;2;2;2;2;1;1;1;1;51.247252779081414;3.2146889535698424
44;POINT (24.74390660008108 59.42497768200793);a30d1a58-38a0-4c01-9038-cb77ead451f9;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;3;2;4;3;4;4;1;250.000 - 500.000;4;20K-30K;3;Tallinn;Municipality (city/town);0.656115863762463;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;1;1;2;3;3;3;3;3;3;2;3;2;4;4;3;4;4;3;2;3;1;1;3;4;1;2;3;1;2;2;2;1;1;1;59.42497768200793;24.74390660008108
45;POINT (13.40190467719912 52.50142944447496);b114a85d-da46-4c67-9205-c205e5b3729a;1;1;1;1;2;1;3;1;1;3;3;3;2;4;2;1;1;1;2;1;4;4;4;3;3;4;3;3;3;1;1; > 1.000.000;6;40K-50K;5;Berlin metropolitan area;Metropolitan Area;0.304397273444148;3;3;3;4;4;1;1;1;1;1;1;1;4;4;3;4;4;4;4;4;4;2;1;1;1;1;1;1;1;1;3;4;1;1;1;1;1;1;1;2;4;1;1;3;4;1;3;3;3;2;1;2;3;52.50142944447496;13.40190467719912
46;POINT (9.770397900818649 47.375225432231446);85c5a17c-1b09-4e8b-8afa-d5d43a78919d;3;3;4;3;2;3;4;2;3;2;2;2;3;3;1;1;2;1;1;1;2;1;2;4;3;2;2;4;2;1;0; < 50.000;1;40K-50K;5;Dornbirn;Municipality (city/town);0.385322701224203;3;3;2;4;3;1;4;1;4;4;4;4;3;3;2;3;1;4;3;2;3;3;3;4;3;3;4;4;3;4;1;2;4;3;1;3;3;2;3;4;2;3;1;3;2;3;3;1;4;4;4;3;3;47.375225432231446;9.770397900818649
47;POINT (-1.6820853735166923 48.111733568581606);f77aa63b-9203-4097-b18f-cb3368b6de1d;4;4;3;4;3;4;4;4;2;4;4;4;3;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;1;250.000 - 500.000;4;30K-40K;4;Rennes metropolitan area;Metropolitan Area;0.630551679988721;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;4;1;1;1;1;3;1;2;1;3;2;1;1;2;1;1;48.111733568581606;-1.6820853735166923
48;POINT (6.747836774369602 49.311487234818806);60515201-66cd-4aa7-a6ea-591caf28bb15;3;3;4;2;2;3;3;4;3;1;1;1;2;1;2;1;1;3;2;4;1;2;1;1;2;3;2;2;1;1;0; < 50.000;1;30K-40K;4;Saarlouis;Municipality (city/town);0.355663373567019;3;3;3;1;1;3;1;1;1;3;2;3;3;4;2;1;2;2;1;1;2;2;4;1;3;3;3;3;2;4;2;3;3;4;4;4;3;2;3;2;2;3;3;2;4;2;3;2;2;2;1;3;2;49.311487234818806;6.747836774369602
49;POINT (7.168765693490832 51.25072664007082);1a080707-9acd-48c7-8942-026280ba22d1;2;2;3;1;2;2;2;3;1;1;1;1;4;1;1;2;2;1;3;3;1;1;1;1;1;3;1;1;2;1;1;250.000 - 500.000;4;30K-40K;4;Wuppertal;Municipality (city/town);0.287766645743055;3;3;3;2;3;4;1;4;1;4;3;3;4;4;4;4;4;4;4;4;4;3;3;1;1;1;3;3;1;3;4;2;3;3;4;4;4;2;4;3;4;2;4;4;3;3;2;4;4;4;2;4;4;51.25072664007082;7.168765693490832
50;POINT (14.466307428730689 50.06682133573579);f544f7d5-0af6-4139-8913-21e0658aef65;4;4;4;4;4;3;4;2;2;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;1; > 1.000.000;6;40K-50K;5;Prague;Municipality (city/town);0.589779936158612;1;1;2;3;3;4;3;1;1;3;2;1;3;2;4;4;1;1;3;3;3;3;2;2;2;2;2;1;3;2;3;2;3;2;3;3;4;3;2;2;2;2;2;3;1;3;3;1;1;3;3;2;2;50.06682133573579;14.466307428730689
51;POINT (-1.6585046841936804 55.007836126471254);91cec78d-b67c-44d8-8cae-31f68a751bf8;4;3;3;3;3;4;4;4;3;2;3;2;4;2;2;2;1;3;2;3;1;3;3;1;3;1;2;4;3;1;1;250.000 - 500.000;4;20K-30K;3;Newcastle;Municipality (city/town);0.461094388925118;4;3;1;4;4;4;1;1;4;1;4;1;4;4;2;2;3;3;4;2;2;4;4;4;4;4;4;4;4;4;2;4;4;3;3;4;3;4;4;4;2;4;4;4;4;4;3;3;4;4;4;3;4;55.007836126471254;-1.6585046841936804
52;POINT (10.739479658348472 59.98117054089685);39e81279-dcbc-4433-b5ab-071a75b4bbb2;4;4;4;3;4;4;4;4;2;3;3;2;4;3;4;3;4;2;3;4;3;3;2;4;3;3;2;4;3;1;1;500.000 - 1.000.000;5;> 50K;6;Oslo;Municipality (city/town);0.537198838657938;4;4;1;3;3;4;1;1;3;1;3;3;3;3;2;1;2;3;1;3;2;2;3;3;2;3;4;2;3;2;4;4;4;3;1;4;3;3;3;3;2;3;4;4;3;4;1;2;4;2;3;2;3;59.98117054089685;10.739479658348472
53;POINT (19.02288741120494 50.21813156919477);3749b2f2-7bd6-4451-b957-f830480244c4;2;3;3;1;4;2;2;3;2;2;2;2;2;2;2;2;3;1;3;1;3;2;4;4;2;2;1;3;2;1;1;250.000 - 500.000;4;10K-20K;2;Katowice;Municipality (city/town);0.373377377830503;3;3;3;1;4;1;1;1;4;1;1;1;4;4;1;4;4;4;1;1;4;1;3;4;4;2;3;4;4;4;4;3;3;1;1;3;3;2;3;3;3;3;3;3;4;2;3;3;4;2;1;3;3;50.21813156919477;19.02288741120494
54;POINT (-0.7335725063354221 52.083801792581234);19ca9846-923f-4d2e-a80f-db9f98ffc654;4;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;1;4;3;3;3;2;3;4;2;2;3;3;4;1;1;250.000 - 500.000;4;> 50K;6;Milton Keynes;Municipality (city/town);0.516393162682226;4;3;1;3;3;4;3;1;1;4;3;3;3;1;3;4;4;1;4;1;1;3;2;1;3;2;2;4;2;3;2;4;3;4;4;4;4;2;3;3;3;2;4;2;3;3;4;4;1;4;1;2;3;52.083801792581234;-0.7335725063354221
55;POINT (25.42165220906738 57.5314676993567);322f0d08-cc6b-402c-ad81-e643fc3053cf;3;1;1;2;2;4;4;3;4;3;3;4;2;3;4;3;3;3;4;3;4;4;4;4;3;3;2;3;3;1;0; < 50.000;1;< 10K;1;Valmiera;Municipality (city/town);0.463821732569129;3;4;4;1;1;1;1;1;1;1;1;1;3;4;4;4;4;3;2;3;4;2;3;3;3;2;3;3;3;2;4;3;4;4;1;4;4;4;1;1;4;3;4;2;3;3;4;3;3;3;2;3;3;57.5314676993567;25.42165220906738
56;POINT (-9.250437906258956 39.09457306406753);d2d28ff8-fad1-420e-9596-e99a06d6e67a;1;1;2;4;1;2;3;1;1;2;2;2;2;2;1;1;1;2;2;2;3;3;3;4;1;2;3;1;1;1;0; < 50.000;1;10K-20K;2;Torres Vedras;Municipality (city/town);0.325863746785621;3;3;3;4;4;4;4;4;4;4;3;1;3;3;4;3;3;2;3;3;1;3;4;4;4;4;4;4;3;3;2;3;3;4;4;4;3;2;3;4;3;4;3;3;4;4;4;4;3;3;2;2;4;39.09457306406753;-9.250437906258956
57;POINT (17.918105467331504 50.67925490718483);0089e2cc-ca04-400c-b0cc-083f28742eed;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;2;3;1;1;1;3;1;1;0;100.000 - 250.000;3;10K-20K;2;Opole;Municipality (city/town);0.17065676510989;3;3;3;1;3;3;1;1;4;1;3;1;1;4;2;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;4;4;3;3;1;4;4;2;3;2;3;4;4;3;4;3;4;3;4;4;2;3;4;50.67925490718483;17.918105467331504
58;POINT (15.708464915716938 50.871109067990645);bbc9a2e8-4a7a-4b46-b1f4-310ec8cbeef4;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;2;1;1;0;50.000 - 100.000;2;< 10K;1;Jelenia Gora;Municipality (city/town);0.210444706238977;3;3;3;1;3;1;3;3;1;3;3;3;4;4;4;4;4;4;4;4;4;1;2;2;2;3;2;2;2;2;4;3;1;3;4;1;3;2;3;2;4;1;3;3;3;2;3;4;2;3;2;3;3;50.871109067990645;15.708464915716938
59;POINT (16.161956460574807 49.981383015603974);aa787c86-4db6-487d-a2c0-2a05d0153d24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Slatina;Municipality (city/town);0.0651029265873017;3;3;3;4;4;4;4;4;4;4;3;4;4;2;3;4;3;3;2;2;2;4;3;2;4;3;4;4;2;2;1;1;1;4;1;1;1;4;4;4;3;3;3;2;2;2;4;3;3;2;3;4;3;49.981383015603974;16.161956460574807
60;POINT (9.366080734987074 55.74241721283829);faa8d5a3-8251-4120-89c6-a4c9720f527f;4;2;3;3;1;4;4;2;4;4;4;4;2;4;4;4;2;3;4;3;4;3;4;4;2;2;3;2;4;4;0;100.000 - 250.000;3;> 50K;6;Vejle;Municipality (city/town);0.52511054736499;1;1;4;1;3;1;1;1;3;1;3;1;1;3;1;4;1;2;4;2;1;4;4;2;4;2;3;4;3;3;2;4;1;3;1;4;3;4;1;2;1;3;4;1;4;1;4;1;3;3;3;1;2;55.74241721283829;9.366080734987074
61;POINT (15.530768281553609 50.179441846127396);6164262c-dcb4-4d4a-a1b7-75d1cdcf0bf3;1;1;2;1;2;1;2;1;3;1;1;1;1;1;2;2;4;1;3;3;2;2;3;1;1;1;2;3;1;1;0;100.000 - 250.000;3;10K-20K;2;Kosice;District/Parish/Ward;0.274138270158491;3;3;3;4;4;4;3;4;4;3;4;4;3;3;3;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;2;4;3;4;4;4;3;2;3;4;3;4;4;3;4;4;4;4;4;4;3;4;4;50.179441846127396;15.530768281553609
62;POINT (23.58497196737653 58.87038900207417);b228dd24-9e3e-4785-b525-97aa56839555;2;3;4;3;2;2;3;1;3;1;1;1;1;1;1;3;2;1;4;2;1;2;2;1;2;1;1;4;3;1;0; < 50.000;1;10K-20K;2;Haapsalu;Municipality (city/town);0.273275794960078;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;3;3;2;1;1;4;4;4;2;4;4;4;4;4;4;4;4;4;4;58.87038900207417;23.58497196737653
63;POINT (-21.98831395700603 63.97518702580598);6f223091-b79e-4ad9-9c74-e6645e43b3b1;3;3;4;2;3;3;2;3;3;2;3;3;4;2;1;2;2;3;1;1;2;2;3;3;2;3;2;2;2;1;0; < 50.000;1;> 50K;6;Hafnarfjorour;Municipality (city/town);0.383909176930777;3;3;2;3;3;4;1;1;4;1;1;1;1;2;2;2;3;3;2;2;2;1;2;2;2;2;2;2;1;2;1;4;2;2;4;3;4;1;2;3;2;1;3;1;3;2;1;3;2;3;1;1;1;63.97518702580598;-21.98831395700603
64;POINT (12.082660769255739 50.893940095905734);951bb469-16e1-4547-9722-e89e8b4e5396;2;2;2;2;3;2;2;3;1;2;2;2;3;3;2;1;2;1;1;1;2;3;2;2;3;3;1;4;1;1;1;50.000 - 100.000;2;20K-30K;3;Gera;Municipality (city/town);0.356372895101449;3;3;3;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;2;3;1;4;1;3;2;3;3;2;1;4;2;2;2;2;3;2;2;2;2;3;2;50.893940095905734;12.082660769255739
65;POINT (-0.3597522319066504 39.41983806089648);c64e23fb-00d3-41ff-baf7-c6ae08dc849f;4;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;3;3;4;3;3;4;3;4;1;500.000 - 1.000.000;5;20K-30K;3;Valencia;Municipality (city/town);0.575404195401208;1;1;1;4;3;4;4;4;3;4;4;3;4;3;3;4;3;4;4;3;3;1;2;2;2;3;2;2;2;2;2;4;4;3;4;4;3;4;4;4;3;2;4;3;3;3;3;4;3;4;3;4;4;39.41983806089648;-0.35975223190665045
66;POINT (11.95474065126203 57.73687028156015);1278dc8c-3eea-4d13-973f-3ed7a2b65995;3;3;1;3;4;3;3;4;1;4;4;4;4;3;4;4;2;4;3;3;4;4;4;4;4;3;4;4;4;1;1;500.000 - 1.000.000;5;40K-50K;5;Goteborg;Municipality (city/town);0.510924608513763;2;1;3;3;1;4;1;1;1;1;3;1;3;2;4;4;4;3;4;4;4;3;3;4;1;1;1;1;1;1;2;4;3;2;3;4;4;1;1;2;4;1;2;2;3;4;3;3;3;4;2;2;3;57.73687028156015;11.95474065126203
67;POINT (14.51290819869769 35.898486796019355);2e140a60-77ff-4354-a21a-fd065bcde34e;2;1;2;1;2;3;3;4;2;2;2;2;3;2;3;2;1;4;3;4;1;1;4;1;2;2;3;2;4;1;0;100.000 - 250.000;3;20K-30K;3;Valletta;Municipality (city/town);0.386555639094701;3;3;3;3;3;1;3;1;1;1;2;3;3;1;1;1;1;2;1;1;1;2;3;1;3;1;3;3;2;1;3;2;2;1;1;3;1;1;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;35.898486796019355;14.51290819869769
68;POINT (17.300330173368824 40.46349927360749);9acc6b81-bd40-477b-b254-f9a650f04fcb;3;3;4;3;3;3;2;3;3;2;2;3;1;2;1;2;3;3;2;1;1;3;1;1;2;3;2;2;2;1;1;100.000 - 250.000;3;10K-20K;2;Taranto;Municipality (city/town);0.377383127646455;3;3;2;2;1;1;1;1;1;1;1;1;4;3;2;2;3;3;3;2;2;1;2;2;2;3;2;2;2;2;2;3;2;2;3;4;2;4;3;1;2;2;4;2;2;1;1;2;4;2;2;2;2;40.46349927360749;17.300330173368824
69;POINT (15.036154959600653 37.44211413219099);7897d808-71ff-4210-ace1-32fc41da49a1;2;2;3;2;2;3;2;3;2;1;1;1;2;1;2;2;3;3;3;3;2;2;1;4;2;2;1;2;2;1;1;250.000 - 500.000;4;10K-20K;2;Catania;Municipality (city/town);0.321708480846042;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;3;4;3;4;2;3;2;2;2;1;2;4;4;1;4;1;1;4;4;3;2;4;4;3;4;4;3;4;2;3;4;37.44211413219099;15.036154959600653
70;POINT (26.541354886047557 55.890662943699006);2fa5caaf-9b66-41b7-8aa5-e4a1e54f0164;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;1;1;1;1;3;1;0;50.000 - 100.000;2;< 10K;1;Daugavpils;Municipality (city/town);0.147199694113757;3;3;3;1;4;1;1;1;1;1;4;1;4;4;1;1;1;1;1;3;4;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;1;3;1;3;1;1;1;3;4;1;1;1;1;1;4;2;1;55.890662943699006;26.541354886047557
71;POINT (14.51290819869769 35.898486796019355);40ce4118-fbd0-44ce-bd2f-a7059c877956;2;2;2;3;2;2;3;3;1;2;2;2;4;2;2;2;3;2;1;4;2;1;3;1;1;1;2;2;2;1;1;100.000 - 250.000;3;20K-30K;3;Valletta;Municipality (city/town);0.359519644639129;3;3;3;3;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;4;2;1;1;1;4;4;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;35.898486796019355;14.51290819869769
72;POINT (-6.261965295858027 53.349209642157106);d68a68ba-29e5-4079-a1bb-5720af0471bb;2;1;1;4;2;3;3;4;2;4;4;4;4;3;4;4;3;4;1;4;4;3;4;4;2;1;4;1;4;4;1;500.000 - 1.000.000;5;> 50K;6;Dublin;Municipality (city/town);0.47152184010502;2;1;3;1;3;1;1;1;3;1;2;1;1;2;2;2;1;2;1;2;1;3;2;3;1;2;4;1;3;2;3;4;2;2;1;3;2;3;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;53.349209642157106;-6.261965295858027
73;POINT (-18.2247404959718 65.68098311459151);1b1e0e7f-07db-438e-b864-e6531dc3dd0a;3;4;2;4;4;3;3;3;2;2;2;2;3;2;2;3;3;2;3;3;1;1;1;3;2;2;2;2;2;1;0; < 50.000;1;> 50K;6;Akureyri;Municipality (city/town);0.404854585008538;3;3;2;4;4;1;1;4;4;1;3;4;4;4;4;4;4;1;4;3;4;3;3;2;3;4;2;2;3;4;2;4;3;1;4;1;3;4;1;4;4;3;4;4;4;3;3;4;1;3;4;3;4;65.68098311459151;-18.2247404959718
74;POINT (14.33414016101911 46.25489901517169);854f4ea4-92b8-4593-aef2-309c12761b30;2;3;2;4;3;2;1;2;2;3;3;3;2;3;2;3;3;4;4;2;1;2;2;2;4;4;4;3;2;1;0;50.000 - 100.000;2;10K-20K;2;Kranj;Municipality (city/town);0.404725450243067;3;3;2;1;1;1;1;1;1;1;1;1;3;3;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;3;3;3;1;4;4;4;2;3;4;4;4;4;3;3;3;4;46.25489901517169;14.33414016101911
75;POINT (33.02007481244805 34.69216096266555);6b776861-3a4f-42bd-971e-f14aa6edeaff;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;100.000 - 250.000;3;20K-30K;3;Limassol;Municipality (city/town);0.123218005952381;3;3;3;1;4;1;1;1;1;1;4;4;4;2;2;2;3;3;2;2;2;1;2;2;2;3;2;2;3;3;1;4;1;1;1;1;1;4;4;4;2;2;3;1;4;1;1;2;1;1;4;4;2;34.69216096266555;33.02007481244805
76;POINT (21.03577730338192 56.540698794173174);2d38c845-bfcb-4164-a035-c588aeba8c4f;2;2;4;1;2;2;3;2;3;2;3;4;1;2;2;1;1;1;1;1;4;4;4;1;2;2;1;2;2;1;1;50.000 - 100.000;2;10K-20K;2;Liepaja;Municipality (city/town);0.382309185027935;3;3;3;2;1;1;4;3;3;1;3;3;4;4;3;4;4;4;3;4;4;3;3;4;3;4;4;3;4;2;1;4;1;1;3;4;1;3;1;2;4;3;2;2;4;2;3;3;4;2;3;2;3;56.540698794173174;21.03577730338192
77;POINT (5.978547209908071 49.49347403574191);00579472-57a5-446e-bd65-a99d23512435;2;2;3;2;1;2;1;3;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;3;1;2;1;1;1;1;0; < 50.000;1;> 50K;6;Esch-sur-Alzette;Municipality (city/town);0.245082311592729;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;4;1;1;1;3;1;2;1;1;1;1;1;2;2;1;49.49347403574191;5.978547209908071
78;POINT (5.074988337447983 52.09115451950583);343566f0-831e-4f72-b236-1ab4ca81aee2;4;4;1;4;4;3;3;3;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;1;250.000 - 500.000;4;> 50K;6;Utrecht;Municipality (city/town);0.553264707140626;1;4;2;1;1;1;1;1;3;1;2;1;4;4;4;4;4;3;4;4;4;2;1;3;1;1;3;3;1;1;2;2;4;4;1;4;4;2;1;1;4;1;4;3;2;4;4;2;3;3;2;2;3;52.09115451950583;5.074988337447983
79;POINT (15.763539403672421 50.030152423453465);f618b79b-1460-45bf-b531-c919fbb89c6e;2;2;2;4;1;2;2;2;3;3;4;4;2;4;3;3;4;2;3;4;3;3;3;4;2;3;3;1;3;1;0;50.000 - 100.000;2;10K-20K;2;Pardubice;Municipality (city/town);0.435215893821593;3;2;3;3;3;4;4;4;4;4;4;3;3;3;2;2;3;3;2;3;2;2;3;3;3;3;3;3;2;3;1;2;3;3;3;4;4;2;3;4;2;3;2;2;2;2;2;3;4;3;3;2;3;50.030152423453465;15.763539403672421
80;POINT (25.271540659974356 54.692122088586764);6b809558-bcb5-441c-aac2-b6d5932aeeee;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;1;500.000 - 1.000.000;5;20K-30K;3;Vilnius;Municipality (city/town);0.75814769431957;1;1;1;4;3;3;3;4;3;4;3;4;3;1;1;1;2;1;1;4;3;3;3;2;2;4;4;3;4;3;3;2;4;1;3;3;4;1;3;3;1;3;1;3;1;3;1;3;2;3;3;3;2;54.692122088586764;25.271540659974356
81;POINT (12.65682370760266 45.9537352425644);c4dd06b9-7661-4dc9-8abc-a7bb3e997ed5;1;2;3;3;1;1;1;1;1;1;2;2;1;2;1;1;1;3;1;3;1;1;1;4;1;1;2;1;2;1;1;50.000 - 100.000;2;30K-40K;4;Pordenone;Municipality (city/town);0.277841990378448;3;3;3;3;3;3;1;4;3;3;3;1;3;2;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;1;3;3;3;4;2;4;4;4;3;4;4;4;3;3;4;45.9537352425644;12.65682370760266
82;POINT (-6.756851262191922 41.82233500033588);e38464d9-748f-4f12-90b9-82ac8065ca65;3;4;2;4;4;2;3;1;3;3;4;4;3;3;3;3;3;1;4;2;4;4;3;4;4;3;4;4;2;1;0; < 50.000;1;10K-20K;2;Braganca;Municipality (city/town);0.487612544477128;3;2;2;2;3;3;3;3;3;3;2;3;3;3;4;4;3;4;4;3;3;4;3;4;4;4;4;4;3;4;2;3;3;3;3;4;2;3;3;2;4;4;3;2;3;3;3;3;4;3;3;3;3;41.82233500033588;-6.756851262191922
